Estimated_Dollar_Loss,Number_of_responding_personnel,Possible_Cause,TFS_Arrival_Time,Latitude,Longitude
100000,68,52 - Electrical Failure,2021-04-20T12:52:43,43.71749973,-79.43768641
40000,80,99 - Undetermined,2021-04-20T17:26:56,43.66065407,-79.37485096
5000,29,01 - Suspected Arson,2021-04-20T17:57:59,43.65817059,-79.37238989
10000,22,52 - Electrical Failure,2021-04-20T18:02:05,43.74369903,-79.3901894
10,25,50 - Other misuse of ignition source/material ignited,2021-04-20T18:10:28,43.66008648,-79.34445884
500,22,99 - Undetermined,2021-04-21T02:10:44,43.70008427,-79.2867296
500,21,52 - Electrical Failure,2021-04-21T19:52:44,43.63759363,-79.42413915
10000,21,"98 - Unintentional, cause undetermined",2021-04-22T04:43:09,43.73540053,-79.31737784
200,22,52 - Electrical Failure,2021-04-22T09:02:34,43.71474109,-79.4242363
50000,4,"98 - Unintentional, cause undetermined",2021-04-22T10:01:18,43.75705359,-79.34136088
5000,36,99 - Undetermined,2021-04-22T12:52:08,43.74237282,-79.35062475
0,21,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2021-04-22T13:38:16,43.70790754,-79.45339732
500,4,"60 - Other unintentional cause, not classified",2021-04-22T13:44:23,43.77976908,-79.4155777
10000,22,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2021-04-22T15:27:23,43.67488195,-79.38869656
15000,4,51 - Mechanical Failure,2021-04-22T18:41:35,43.67432009,-79.56539473
15000,25,45 - Improperly Discarded,2021-04-22T19:58:18,43.69579632,-79.5521565
5000,22,"60 - Other unintentional cause, not classified",2021-04-23T01:22:21,43.71681028,-79.42922565
50000,54,45 - Improperly Discarded,2021-04-23T06:54:50,43.72413072,-79.57267763
0,8,47 - Improper handling of ignition source or ignited material,2021-04-23T17:56:55,43.82934104,-79.26637694
2000,8,01 - Suspected Arson,2021-04-23T17:58:44,43.75841473,-79.31292843
28000,14,12 - Vehicle Accident/Collision,2021-04-23T18:03:20,43.62865867,-79.5562891
20,4,04 - Suspected Youth Vandalism (Ages 12 to 17),2021-04-23T19:46:19,43.7018443,-79.35745392
500,4,01 - Suspected Arson,2021-04-23T20:14:03,43.78005107,-79.4889733
500000,121,52 - Electrical Failure,2021-04-23T20:38:41,43.6543158,-79.39656565
5000,22,45 - Improperly Discarded,2021-04-24T02:02:53,43.65614626,-79.37887823
0,4,99 - Undetermined,2021-04-24T06:17:51,43.75085919,-79.22303349
65000,74,"60 - Other unintentional cause, not classified",2021-04-24T08:02:34,43.77058203,-79.31391407
65000,53,01 - Suspected Arson,2021-04-24T13:23:28,43.75528232,-79.32727525
1000,22,50 - Other misuse of ignition source/material ignited,2021-04-24T14:20:42,43.69315559,-79.32137372
1000,25,45 - Improperly Discarded,2021-04-24T15:30:18,43.69298627,-79.38730605
12000,18,"98 - Unintentional, cause undetermined",2021-04-24T16:13:33,43.68301739,-79.57322788
5000,21,01 - Suspected Arson,2021-04-24T18:17:25,43.67003757,-79.39082556
0,21,"60 - Other unintentional cause, not classified",2021-04-25T20:07:30,43.66409817,-79.54832287
0,4,45 - Improperly Discarded,2021-04-25T20:08:20,43.74273528,-79.42337417
0,21,45 - Improperly Discarded,2021-04-25T21:57:50,43.74077151,-79.56987469
10000,4,"60 - Other unintentional cause, not classified",2021-04-26T10:39:37,43.6833365,-79.56716359
750000,145,44 - Unattended,2021-04-26T15:19:33,43.65412246,-79.42395966
500,33,03 - Suspected Vandalism,2021-04-26T18:18:42,43.65082753,-79.39840313
200000,64,99 - Undetermined,2021-04-26T23:38:36,43.74608571,-79.20312128
0,20,45 - Improperly Discarded,2021-04-27T01:44:44,43.66552417,-79.49920745
20000,8,"98 - Unintentional, cause undetermined",2021-04-27T19:57:51,43.70171679,-79.44369743
20,21,01 - Suspected Arson,2021-04-28T12:43:16,43.74372216,-79.21166326
30000,16,01 - Suspected Arson,2021-04-28T17:04:21,43.82739198,-79.17918346
5000,4,"98 - Unintentional, cause undetermined",2021-04-28T18:58:39,43.77467998,-79.17932736
750,21,44 - Unattended,2021-04-28T19:01:22,43.80127277,-79.22039814
100,4,"98 - Unintentional, cause undetermined",2021-04-29T15:27:44,43.65388235,-79.40177706
10000,35,52 - Electrical Failure,2021-04-29T21:10:50,43.69261279,-79.30236951
100000,75,99 - Undetermined,2021-04-29T22:55:50,43.74773395,-79.29421713
0,14,50 - Other misuse of ignition source/material ignited,2021-04-30T00:57:17,43.67590396,-79.36044804
0,25,45 - Improperly Discarded,2021-04-30T13:16:28,43.64265536,-79.4021959
40000,49,"98 - Unintentional, cause undetermined",2021-04-30T15:05:48,43.69978518,-79.55985823
1000,25,99 - Undetermined,2021-05-01T08:13:06,43.6582947,-79.37103207
0,4,"60 - Other unintentional cause, not classified",2021-05-01T11:05:13,43.75867308,-79.20802138
250,36,44 - Unattended,2021-05-01T16:19:13,43.75674399,-79.23358431
10000,10,99 - Undetermined,2021-05-01T17:47:03,43.768016,-79.3716345
0,4,"60 - Other unintentional cause, not classified",2021-05-01T17:57:26,43.7513934,-79.22456371
0,23,"98 - Unintentional, cause undetermined",2021-05-02T02:17:22,43.77349925,-79.23068148
5000,21,01 - Suspected Arson,2021-05-02T02:23:54,43.65268822,-79.50718708
500,8,52 - Electrical Failure,2021-05-02T09:09:18,43.67752083,-79.35865235
25000,26,20 - Design/Construction/Installation/Maintenance Deficiency,2021-05-02T11:01:20,43.75706096,-79.49283629
1000,4,12 - Vehicle Accident/Collision,2021-05-02T11:51:57,43.67590396,-79.36044804
10000,59,52 - Electrical Failure,2021-05-02T16:16:45,43.67093637,-79.3788754
200,4,99 - Undetermined,2021-05-03T04:00:27,43.72469335,-79.30372261
100000,68,47 - Improper handling of ignition source or ignited material,2021-05-03T10:11:19,43.72962263,-79.41477877
25000,60,45 - Improperly Discarded,2021-05-03T20:21:00,43.69699828,-79.28539951
10000,4,52 - Electrical Failure,2021-05-04T07:43:06,43.71686551,-79.39912409
1000,61,45 - Improperly Discarded,2021-05-05T03:59:12,43.7022534,-79.44110905
2000,21,52 - Electrical Failure,2021-05-05T14:27:31,43.70500665,-79.3498772
1,25,44 - Unattended,2021-05-05T16:55:38,43.65616273,-79.37012259
10000,23,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2021-05-05T18:44:00,43.75981302,-79.54955035
125000,4,52 - Electrical Failure,2021-05-06T02:28:46,43.72038396,-79.54085192
0,29,"60 - Other unintentional cause, not classified",2021-05-06T05:28:13,43.69755436,-79.25678984
700000,4,52 - Electrical Failure,2021-05-06T06:06:47,43.73972484,-79.58040244
2500,57,"60 - Other unintentional cause, not classified",2021-05-06T14:21:57,43.79355299,-79.23449921
5000,21,20 - Design/Construction/Installation/Maintenance Deficiency,2021-05-06T15:49:24,43.73949719,-79.33208786
20000,21,20 - Design/Construction/Installation/Maintenance Deficiency,2021-05-06T15:52:30,43.6674392,-79.34737331
1000,19,"60 - Other unintentional cause, not classified",2021-05-06T16:19:18,43.77640989,-79.40619145
0,23,"98 - Unintentional, cause undetermined",2021-05-06T16:42:55,43.74181305,-79.53085146
25000,8,"60 - Other unintentional cause, not classified",2021-05-07T14:42:54,43.666943,-79.36986679
5000,22,45 - Improperly Discarded,2021-05-07T16:11:05,43.7597373,-79.49335348
90000,68,"60 - Other unintentional cause, not classified",2021-05-08T03:47:33,43.68180096,-79.30875872
2500,22,52 - Electrical Failure,2021-05-08T10:45:12,43.66753529,-79.5523787
60000,26,51 - Mechanical Failure,2021-05-08T11:42:49,43.72590201,-79.5602043
5000,26,52 - Electrical Failure,2021-05-08T16:53:08,43.78586129,-79.21398145
6000,22,99 - Undetermined,2021-05-08T17:37:54,43.60813899,-79.50036825
1,18,45 - Improperly Discarded,2021-05-08T22:45:45,43.73998098,-79.22792794
20000,36,47 - Improper handling of ignition source or ignited material,2021-05-10T05:41:29,43.75404976,-79.30455415
2000,4,99 - Undetermined,2021-05-10T06:16:02,43.75890017,-79.33406349
2000,28,99 - Undetermined,2021-05-10T19:50:02,43.7759066,-79.32031488
100,21,47 - Improper handling of ignition source or ignited material,2021-05-10T20:06:08,43.73912709,-79.50952588
3000,22,45 - Improperly Discarded,2021-05-10T21:47:26,43.73183275,-79.60074058
5000,21,"98 - Unintentional, cause undetermined",2021-05-11T08:04:48,43.64933408,-79.42078216
1500,11,52 - Electrical Failure,2021-05-11T16:01:45,43.60729582,-79.55673871
3000,21,"60 - Other unintentional cause, not classified",2021-05-11T18:41:27,43.64888574,-79.42060399
5000,23,45 - Improperly Discarded,2021-05-11T21:58:06,43.66223836,-79.47225203
5000,10,52 - Electrical Failure,2021-05-11T23:15:02,43.768016,-79.3716345
150000,21,"98 - Unintentional, cause undetermined",2021-05-12T00:37:40,43.77722754,-79.26393848
250000,107,52 - Electrical Failure,2021-05-12T10:46:48,43.76308887,-79.32540643
125000,20,99 - Undetermined,2021-05-12T16:56:57,43.73893178,-79.2296025
25000,64,45 - Improperly Discarded,2021-05-12T17:18:02,43.62399005,-79.47999943
5000,22,"60 - Other unintentional cause, not classified",2021-05-12T18:14:18,43.72302479,-79.33961316
1000,4,99 - Undetermined,2021-05-12T19:31:40,43.70518107,-79.27722582
2000,21,44 - Unattended,2021-05-12T20:14:56,43.67150629,-79.44342157
100000,71,46 - Used or Placed too close to combustibles,2021-05-13T03:33:52,43.72072551,-79.45620689
10,63,45 - Improperly Discarded,2021-05-13T05:35:05,43.69009271,-79.34536866
100000,75,52 - Electrical Failure,2021-05-13T05:36:00,43.65329601,-79.44858515
5000,45,99 - Undetermined,2021-05-13T13:24:26,43.67535382,-79.45477474
0,37,"60 - Other unintentional cause, not classified",2021-05-13T14:26:32,43.65261534,-79.33553991
10000,59,"98 - Unintentional, cause undetermined",2021-05-13T14:33:44,43.80422543,-79.16878825
20000,54,99 - Undetermined,2021-05-14T04:33:21,43.75208999,-79.54238057
50000,4,01 - Suspected Arson,2021-05-14T04:54:15,43.77310805,-79.31054115
30000,84,"60 - Other unintentional cause, not classified",2021-05-14T14:43:15,43.768409,-79.18622555
1000,4,99 - Undetermined,2021-05-14T16:45:45,43.69078822,-79.55174228
5000,4,99 - Undetermined,2021-05-14T18:06:47,43.75192448,-79.46721983
2000,22,"60 - Other unintentional cause, not classified",2021-05-14T20:52:23,43.6857237,-79.4497194
50000,63,"98 - Unintentional, cause undetermined",2021-05-14T22:11:29,43.63847112,-79.4378698
1000,35,99 - Undetermined,2021-05-15T01:54:46,43.66642826,-79.43818506
20000,67,"60 - Other unintentional cause, not classified",2021-05-15T09:00:48,43.67330195,-79.55154701
2000,22,"60 - Other unintentional cause, not classified",2021-05-15T10:30:47,43.69840079,-79.33823539
2500,23,45 - Improperly Discarded,2021-05-15T13:02:51,43.70842925,-79.25451923
50000,22,44 - Unattended,2021-05-15T14:56:40,43.65509001,-79.43761661
3000,4,51 - Mechanical Failure,2021-05-15T16:12:20,43.69363709,-79.34825296
15000,37,52 - Electrical Failure,2021-05-15T17:30:40,43.7546907,-79.46895394
900,26,20 - Design/Construction/Installation/Maintenance Deficiency,2021-05-16T13:22:23,43.77268549,-79.16721232
2000000,124,45 - Improperly Discarded,2021-05-16T14:34:43,43.77137722,-79.31113622
5000,66,99 - Undetermined,2021-05-16T18:10:44,43.75849722,-79.42456038
1000,21,99 - Undetermined,2021-05-16T18:32:39,43.65988376,-79.43536585
10000,13,12 - Vehicle Accident/Collision,2021-05-16T19:06:52,43.66910068,-79.57586633
50000,36,47 - Improper handling of ignition source or ignited material,2021-05-16T20:33:02,43.64644779,-79.43525644
20000,54,44 - Unattended,2021-05-16T22:40:01,43.69531737,-79.44468137
5000,22,45 - Improperly Discarded,2021-05-17T09:08:06,43.76942148,-79.28225757
3000,26,03 - Suspected Vandalism,2021-05-17T14:05:29,43.65156856,-79.36274042
0,25,47 - Improper handling of ignition source or ignited material,2021-05-17T16:00:10,43.68706016,-79.30682361
20,36,47 - Improper handling of ignition source or ignited material,2021-05-17T18:45:17,43.69860151,-79.39047542
0,12,50 - Other misuse of ignition source/material ignited,2021-05-18T01:08:15,43.67323591,-79.35609929
20000,14,99 - Undetermined,2021-05-18T15:17:15,43.79685454,-79.19718091
50000,35,47 - Improper handling of ignition source or ignited material,2021-05-18T16:46:53,43.68945175,-79.29606326
17500,22,99 - Undetermined,2021-05-18T19:21:22,43.76978948,-79.50338917
1000,26,"98 - Unintentional, cause undetermined",2021-05-18T20:10:51,43.7510839,-79.45951334
5,22,48 - Used for purpose not intended,2021-05-18T20:30:37,43.72678258,-79.43673056
0,12,99 - Undetermined,2021-05-18T21:01:13,43.84700784,-79.1771925
1500,21,"60 - Other unintentional cause, not classified",2021-05-18T22:05:08,43.81784669,-79.20151883
1000,4,45 - Improperly Discarded,2021-05-18T23:10:17,43.7289006,-79.41828059
0,22,45 - Improperly Discarded,2021-05-19T00:18:02,43.73297651,-79.42909106
30000,6,03 - Suspected Vandalism,2021-05-19T12:21:16,43.65142324,-79.51312336
200,21,03 - Suspected Vandalism,2021-05-19T17:54:21,43.66584042,-79.38495387
5000,9,"60 - Other unintentional cause, not classified",2021-05-20T03:04:05,43.68183448,-79.4748724
30000,18,99 - Undetermined,2021-05-20T12:28:44,43.74196777,-79.42711092
100000,65,52 - Electrical Failure,2021-05-20T15:38:15,43.68177297,-79.58866386
500,4,"98 - Unintentional, cause undetermined",2021-05-20T18:05:36,43.67633852,-79.57040938
50000,65,52 - Electrical Failure,2021-05-20T20:50:51,43.68683528,-79.35445378
0,22,45 - Improperly Discarded,2021-05-20T21:59:38,43.64652773,-79.48613396
1,18,50 - Other misuse of ignition source/material ignited,2021-05-21T01:48:25,43.65616273,-79.37012259
15000,4,12 - Vehicle Accident/Collision,2021-05-21T09:37:45,43.75401701,-79.24606603
3000,21,"60 - Other unintentional cause, not classified",2021-05-21T12:24:00,43.71841912,-79.55667702
500,28,"60 - Other unintentional cause, not classified",2021-05-21T12:55:39,43.77261416,-79.21674262
400,21,46 - Used or Placed too close to combustibles,2021-05-21T14:11:49,43.7046094,-79.32331516
50000,33,99 - Undetermined,2021-05-21T15:29:26,43.70001181,-79.45159257
250000,164,99 - Undetermined,2021-05-21T16:04:38,43.69471045,-79.50637968
2000,20,99 - Undetermined,2021-05-21T16:41:04,43.70665602,-79.30713206
0,8,"60 - Other unintentional cause, not classified",2021-05-21T20:40:31,43.73261647,-79.21600181
200,14,"98 - Unintentional, cause undetermined",2021-05-21T22:45:33,43.62839843,-79.36064785
60000,77,01 - Suspected Arson,2021-05-22T03:13:39,43.81194532,-79.22091595
500,22,52 - Electrical Failure,2021-05-22T04:47:49,43.80044431,-79.37698499
250,8,45 - Improperly Discarded,2021-05-22T07:56:18,43.68377688,-79.40555026
30000,58,44 - Unattended,2021-05-22T18:06:06,43.7385714,-79.58375021
0,4,99 - Undetermined,2021-05-23T00:33:57,43.7246173,-79.49107984
500,23,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2021-05-23T11:05:15,43.79297031,-79.18525486
0,21,45 - Improperly Discarded,2021-05-23T11:23:15,43.64629938,-79.35023303
5000,26,"60 - Other unintentional cause, not classified",2021-05-23T11:28:42,43.644094,-79.54095523
100000,79,"60 - Other unintentional cause, not classified",2021-05-23T14:56:20,43.6830953,-79.45802174
1000,25,"98 - Unintentional, cause undetermined",2021-05-23T21:43:33,43.7036986,-79.52676216
100,21,"60 - Other unintentional cause, not classified",2021-05-24T03:07:12,43.66914673,-79.37811896
10000,53,99 - Undetermined,2021-05-24T08:46:30,43.71592599,-79.3090163
30,36,73 - Natural Cause,2021-05-24T17:06:43,43.72695668,-79.44032667
200,23,47 - Improper handling of ignition source or ignited material,2021-05-24T18:43:51,43.65265082,-79.56322663
500,15,50 - Other misuse of ignition source/material ignited,2021-05-24T19:03:01,43.6801098,-79.29259216
500,23,99 - Undetermined,2021-05-24T21:05:16,43.77239856,-79.23731025
0,4,Not Reported,2021-05-24T21:56:29,43.8056919,-79.18690518
1000,4,45 - Improperly Discarded,2021-05-24T22:25:39,43.71885889,-79.60352377
0,23,99 - Undetermined,2021-05-24T22:45:45,43.7679299,-79.18837002
25,4,03 - Suspected Vandalism,2021-05-24T22:46:19,43.65341242,-79.46517055
0,23,01 - Suspected Arson,2021-05-24T22:55:33,43.76537979,-79.50267206
50,4,45 - Improperly Discarded,2021-05-24T22:56:34,43.74477751,-79.48645243
0,4,Not Reported,2021-05-25T01:22:55,43.71806046,-79.55388006
9000,23,47 - Improper handling of ignition source or ignited material,2021-05-25T02:11:36,43.64808689,-79.40832329
3000,21,99 - Undetermined,2021-05-25T02:37:49,43.72253278,-79.30899182
20000,40,03 - Suspected Vandalism,2021-05-25T04:28:41,43.8045361,-79.207508
500,26,"60 - Other unintentional cause, not classified",2021-05-25T13:18:09,43.78163768,-79.41600169
25000,34,99 - Undetermined,2021-05-25T16:36:33,43.79604719,-79.32967692
500,21,44 - Unattended,2021-05-25T17:18:52,43.67112968,-79.34685952
300000,71,52 - Electrical Failure,2021-05-26T00:55:14,43.70508741,-79.47063802
75000,8,01 - Suspected Arson,2021-05-26T01:34:56,43.76040093,-79.26706502
5000,4,03 - Suspected Vandalism,2021-05-26T04:53:57,43.64802622,-79.40432752
35000,7,99 - Undetermined,2021-05-26T10:19:46,43.77339485,-79.50584184
100,23,47 - Improper handling of ignition source or ignited material,2021-05-26T10:34:44,43.6801098,-79.29259216
500,22,99 - Undetermined,2021-05-26T13:47:09,43.74823355,-79.54160883
50,21,47 - Improper handling of ignition source or ignited material,2021-05-27T10:54:23,43.69883573,-79.51587953
0,90,45 - Improperly Discarded,2021-05-27T10:59:34,43.76861579,-79.42666615
5000,38,46 - Used or Placed too close to combustibles,2021-05-27T14:01:54,43.79077524,-79.24554606
20000,23,52 - Electrical Failure,2021-05-27T15:13:11,43.66410584,-79.5532924
500,58,99 - Undetermined,2021-05-27T19:04:32,43.70132433,-79.54867621
10000,25,"98 - Unintentional, cause undetermined",2021-05-27T20:39:42,43.65851072,-79.38489385
2000000,123,44 - Unattended,2021-05-28T04:15:22,43.77945202,-79.38968497
50000,64,"98 - Unintentional, cause undetermined",2021-05-28T05:27:00,43.69314473,-79.29129854
5000,21,45 - Improperly Discarded,2021-05-28T06:19:01,43.70556957,-79.27586725
1000,22,52 - Electrical Failure,2021-05-28T14:48:25,43.60049429,-79.50643225
100000,4,52 - Electrical Failure,2021-05-28T16:11:09,43.8178242482477,-79.332282406823
20,21,45 - Improperly Discarded,2021-05-28T16:23:00,43.63786137,-79.47186917
5000,21,99 - Undetermined,2021-05-28T19:41:02,43.71038462,-79.2740096
30000,22,52 - Electrical Failure,2021-05-29T05:55:47,43.72260945,-79.26068416
0,17,47 - Improper handling of ignition source or ignited material,2021-05-29T07:31:56,43.64100459,-79.38069197
15000,38,"98 - Unintentional, cause undetermined",2021-05-29T15:13:15,43.6561021,-79.39931561
30000,62,52 - Electrical Failure,2021-05-29T19:48:51,43.71655362,-79.33731638
10000,47,45 - Improperly Discarded,2021-05-30T01:38:39,43.65342516,-79.42724136
500,4,99 - Undetermined,2021-05-30T10:19:37,43.74846864,-79.44802582
1,4,50 - Other misuse of ignition source/material ignited,2021-05-30T15:37:24,43.655909,-79.38008674
10000,28,52 - Electrical Failure,2021-05-30T17:36:43,43.66739101,-79.36520053
500000,42,99 - Undetermined,2021-05-31T03:06:11,43.77018262,-79.27879064
20000,21,"60 - Other unintentional cause, not classified",2021-05-31T18:10:21,43.7794832,-79.14739409
1000,6,45 - Improperly Discarded,2021-05-31T22:47:50,43.71460395,-79.35982499
25000,71,45 - Improperly Discarded,2021-06-01T03:18:36,43.65241212,-79.39066727
0,40,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2021-06-01T04:33:25,43.65398082,-79.46724445
2000,61,45 - Improperly Discarded,2021-06-01T05:16:16,43.7603573,-79.41247867
10000,25,52 - Electrical Failure,2021-06-01T05:17:15,43.65957988,-79.36753752
100,4,03 - Suspected Vandalism,2021-06-01T07:08:55,43.71287939,-79.35909763
1000,22,45 - Improperly Discarded,2021-06-01T12:50:40,43.69819055,-79.32744037
490000,68,99 - Undetermined,2021-06-02T00:40:03,43.66135718,-79.45353054
15000,11,99 - Undetermined,2021-06-02T17:15:11,43.61976457,-79.55247388
1000,47,52 - Electrical Failure,2021-06-02T17:57:14,43.72388469,-79.2550494
1,21,"60 - Other unintentional cause, not classified",2021-06-02T18:12:10,43.65145623,-79.42555944
20000,21,44 - Unattended,2021-06-02T18:37:27,43.67652519,-79.47437144
5000,4,12 - Vehicle Accident/Collision,2021-06-02T21:08:01,43.66266914,-79.41024969
5000,32,"98 - Unintentional, cause undetermined",2021-06-02T22:06:12,43.72999982,-79.30645563
300000,160,45 - Improperly Discarded,2021-06-02T22:59:24,43.80561444,-79.18355325
30000,15,"60 - Other unintentional cause, not classified",2021-06-03T18:15:47,43.70081579,-79.57217073
20000,22,52 - Electrical Failure,2021-06-03T20:28:34,43.60960001,-79.53137325
40000,26,44 - Unattended,2021-06-03T20:49:59,43.78681396,-79.35522862
1000,22,45 - Improperly Discarded,2021-06-03T23:20:34,43.64455264,-79.44837137
100000,72,47 - Improper handling of ignition source or ignited material,2021-06-04T03:14:02,43.64542423,-79.5200972
200000,74,01 - Suspected Arson,2021-06-04T04:40:37,43.70438062,-79.28856262
30000,10,51 - Mechanical Failure,2021-06-04T17:28:49,43.62970406,-79.56057998
50000,28,51 - Mechanical Failure,2021-06-04T17:44:21,43.67221365,-79.53408273
3000,21,44 - Unattended,2021-06-04T21:16:02,43.67752083,-79.35865235
35000,4,99 - Undetermined,2021-06-04T22:00:47,43.75329035,-79.53626347
10000,22,"60 - Other unintentional cause, not classified",2021-06-05T17:47:27,43.81425272,-79.26623923
100,16,01 - Suspected Arson,2021-06-05T22:32:40,43.69037204,-79.38332823
0,4,"60 - Other unintentional cause, not classified",2021-06-05T23:05:07,43.63057025,-79.47403867
100000,61,47 - Improper handling of ignition source or ignited material,2021-06-06T02:01:42,43.82819463,-79.28097627
500000,4,01 - Suspected Arson,2021-06-06T04:47:33,43.79808948,-79.36281779
200000,76,52 - Electrical Failure,2021-06-06T08:46:19,43.67317087,-79.49798589
200,8,99 - Undetermined,2021-06-06T13:51:04,43.65859305,-79.58638523
20000,23,52 - Electrical Failure,2021-06-06T16:24:06,43.74792227,-79.53077494
500,23,99 - Undetermined,2021-06-06T18:28:01,43.78837037,-79.23657151
250000,57,99 - Undetermined,2021-06-06T18:48:43,43.78570394,-79.15884246
75000,66,47 - Improper handling of ignition source or ignited material,2021-06-06T19:59:10,43.74879491,-79.55763316
0,8,99 - Undetermined,2021-06-06T20:54:08,43.75380911,-79.40844173
50,22,45 - Improperly Discarded,2021-06-06T21:02:33,43.66651245,-79.37174188
5000,4,03 - Suspected Vandalism,2021-06-06T21:31:41,43.67292857,-79.38946038
40000,18,99 - Undetermined,2021-06-07T06:22:03,43.67007265,-79.57856622
20000,47,"60 - Other unintentional cause, not classified",2021-06-07T11:09:56,43.66838942,-79.4020205
3000,30,45 - Improperly Discarded,2021-06-07T11:38:28,43.7720412,-79.38359769
5000,26,"60 - Other unintentional cause, not classified",2021-06-07T16:30:40,43.7971156,-79.3051581
50,26,"60 - Other unintentional cause, not classified",2021-06-07T18:36:22,43.68149756,-79.56320517
10000,38,52 - Electrical Failure,2021-06-07T23:41:07,43.72318528,-79.58463648
15000,4,99 - Undetermined,2021-06-08T19:58:12,43.6801437,-79.48712317
10000,70,52 - Electrical Failure,2021-06-08T20:27:57,43.72909144,-79.4275732
20000,43,99 - Undetermined,2021-06-08T23:45:29,43.78047574,-79.41231597
10000,8,99 - Undetermined,2021-06-09T15:03:24,43.81898,-79.23738671
20000,21,52 - Electrical Failure,2021-06-09T20:39:20,43.65859443,-79.44157876
0,26,45 - Improperly Discarded,2021-06-09T20:46:51,43.71476143,-79.58523851
77500,4,99 - Undetermined,2021-06-09T20:56:20,43.810855,-79.25291574
50000,51,990 - Under Investigation,2021-06-10T05:00:32,43.78084375,-79.46981973
250000,87,99 - Undetermined,2021-06-10T13:17:12,43.74369584,-79.2632118
400,22,01 - Suspected Arson,2021-06-10T17:21:32,43.70247806,-79.51272116
50000,21,99 - Undetermined,2021-06-10T17:22:34,43.71072336,-79.2620951
500,22,46 - Used or Placed too close to combustibles,2021-06-10T18:45:09,43.63902215,-79.41591727
0,26,"98 - Unintentional, cause undetermined",2021-06-10T19:02:53,43.64785655,-79.39029346
500000,144,99 - Undetermined,2021-06-11T17:56:17,43.66129162,-79.36954914
35000,12,99 - Undetermined,2021-06-11T18:45:01,43.80112425,-79.18878578
0,5,99 - Undetermined,2021-06-11T19:07:14,43.6334011,-79.39952824
5000,22,990 - Under Investigation,2021-06-12T02:58:00,43.66289607,-79.38373363
5000,26,99 - Undetermined,2021-06-12T12:18:23,43.63746415,-79.39722675
1000,26,52 - Electrical Failure,2021-06-12T13:41:57,43.76403701,-79.23370201
100,21,45 - Improperly Discarded,2021-06-12T14:00:12,43.63268141,-79.42217083
20000,37,99 - Undetermined,2021-06-12T16:25:16,43.79402689,-79.14383507
10000,21,45 - Improperly Discarded,2021-06-12T17:22:33,43.70838315,-79.50030663
800,29,45 - Improperly Discarded,2021-06-13T01:15:58,43.67075334,-79.39308115
60000,26,44 - Unattended,2021-06-13T08:42:05,43.71443746,-79.48072181
5000,22,46 - Used or Placed too close to combustibles,2021-06-13T12:45:51,43.65599957,-79.42826515
150000,65,52 - Electrical Failure,2021-06-13T17:59:25,43.80921495,-79.20906704
50,22,03 - Suspected Vandalism,2021-06-13T22:40:15,43.72086866,-79.37949345
200,22,44 - Unattended,2021-06-14T02:35:16,43.76045978,-79.50978049
0,32,52 - Electrical Failure,2021-06-14T02:49:34,43.78193921,-79.47816541
50000,34,01 - Suspected Arson,2021-06-14T03:41:31,43.71326911,-79.24443935
20000,4,99 - Undetermined,2021-06-14T04:44:39,43.68079335,-79.31075493
10000,4,99 - Undetermined,2021-06-14T13:55:37,43.75192448,-79.46721983
0,22,45 - Improperly Discarded,2021-06-14T20:10:00,43.67535382,-79.45477474
2500,21,48 - Used for purpose not intended,2021-06-14T20:15:32,43.67192684,-79.29101009
5000,26,52 - Electrical Failure,2021-06-15T09:25:46,43.79031463,-79.19797873
2000,24,"60 - Other unintentional cause, not classified",2021-06-15T15:22:59,43.76615019,-79.19643473
3500,20,99 - Undetermined,2021-06-15T17:32:21,43.71574097,-79.50475719
2000000,398,99 - Undetermined,2021-06-15T21:52:02,43.63726114,-79.53071889
0,10,99 - Undetermined,2021-06-15T22:57:54,43.70778524,-79.53362703
200000,8,01 - Suspected Arson,2021-06-16T02:11:23,43.8197086,-79.2332609
0,17,45 - Improperly Discarded,2021-06-16T04:54:22,43.66552417,-79.49920745
0,8,"98 - Unintentional, cause undetermined",2021-06-16T10:11:33,43.7884068,-79.28247218
500,23,47 - Improper handling of ignition source or ignited material,2021-06-16T15:41:22,43.71977705,-79.23359036
10000,61,99 - Undetermined,2021-06-16T16:14:46,43.75385442,-79.31659103
0,4,47 - Improper handling of ignition source or ignited material,2021-06-16T18:36:24,43.74726399,-79.40222439
1500,23,45 - Improperly Discarded,2021-06-16T19:01:22,43.79594791,-79.1415158
150000,59,51 - Mechanical Failure,2021-06-16T19:52:06,43.79247238,-79.44063446
30,59,99 - Undetermined,2021-06-16T21:43:26,43.7075512,-79.50511495
40000,23,12 - Vehicle Accident/Collision,2021-06-16T22:31:17,43.79685454,-79.19718091
3000,23,52 - Electrical Failure,2021-06-17T06:54:27,43.63821193,-79.4391655
2000,40,44 - Unattended,2021-06-17T09:06:07,43.65090227,-79.3972391
10000,25,51 - Mechanical Failure,2021-06-17T13:16:47,43.78077679,-79.2459016
5000,12,52 - Electrical Failure,2021-06-17T13:58:33,43.64898677,-79.56660166
