BREAK_DATE,BREAK_YEAR,LON,LAT
2014/01/08,2014,-79.4526330523,43.7560382686
2013/10/22,2013,-79.4938500717,43.7560429926
2015/05/13,2015,-79.4967119678,43.7560601957
1994/07/28,1994,-79.4805289247,43.7560651091
1996/02/02,1996,-79.510127866,43.7560811644
1997/10/07,1997,-79.4936558878,43.7560851365
1994/01/12,1994,-79.4482542197,43.7561113574
1994/03/23,1994,-79.4805394001,43.7561190829
2011/02/01,2011,-79.4603556375,43.7561288529
1993/12/20,1993,-79.4805416563,43.7561306589
1992/08/08,1992,-79.4805446812,43.7561462587
1998/10/05,1998,-79.5242443949,43.7561487532
1991/07/22,1991,-79.4805468135,43.7561572587
2000/11/13,2000,-79.522288136,43.7561693764
1994/05/14,1994,-79.4478982497,43.7561883155
2014/03/25,2014,-79.4417919845,43.7562054299
1997/09/27,1997,-79.4932110566,43.7562063804
2006/12/01,2006,-79.4598364106,43.756239799
1994/02/27,1994,-79.4344883611,43.7562445519
2010/02/28,2010,-79.4516046886,43.7562709195
2007/08/11,2007,-79.5036372916,43.7562761026
1990/01/08,1990,-79.4557032097,43.7562831396
2000/02/16,2000,-79.5093001319,43.7562839774
2000/07/25,2000,-79.5092852181,43.7562876332
1991/02/01,1991,-79.4930360376,43.7563036673
2007/02/01,2007,-79.4418768411,43.7563103149
1991/01/13,1991,-79.4594510604,43.7563227747
2001/08/10,2001,-79.5035943296,43.7563361165
1994/02/17,1994,-79.4471136459,43.7563574351
1997/01/25,1997,-79.5130218932,43.7563626333
1995/01/20,1995,-79.4553101934,43.7563686533
2010/03/01,2010,-79.4592222711,43.7563729468
2010/01/20,2010,-79.440983277,43.756377157
2005/03/07,2005,-79.4892741427,43.756383603
2005/01/30,2005,-79.463052129,43.7563857076
1990/11/17,1990,-79.4630373238,43.756388908
2004/11/23,2004,-79.513383152,43.7564017058
2013/12/28,2013,-79.4408549663,43.7564045048
1996/01/01,1996,-79.492868779,43.7564064183
1991/01/07,1991,-79.4419263601,43.7564346399
1995/01/04,1995,-79.4406757176,43.7564427087
1995/08/28,1995,-79.4371001499,43.7564720106
1990/02/26,1990,-79.4405301782,43.756473733
1991/12/29,1991,-79.5017234264,43.7564753706
1992/06/14,1992,-79.4464930583,43.7564853886
1998/12/27,1998,-79.4957168034,43.7564881397
1997/06/14,1997,-79.5019020504,43.7565038882
2013/07/24,2013,-79.4926999082,43.7565097021
1992/11/25,1992,-79.4462717567,43.7565328746
2014/01/07,2014,-79.4402065718,43.7565428928
2004/02/07,2004,-79.4992577184,43.7565439703
1992/12/12,1992,-79.4914196938,43.7565496375
2002/02/19,2002,-79.4401487957,43.7565552574
1999/01/27,1999,-79.5131565372,43.7565728869
2005/02/09,2005,-79.5119732245,43.7565741153
2010/01/09,2010,-79.4893469595,43.7565807609
2010/12/31,2010,-79.495347577,43.7565939103
2012/09/30,2012,-79.4492282876,43.7565945421
2000/11/20,2000,-79.4517358812,43.7566017732
2013/11/29,2013,-79.4952451804,43.7566154663
2014/03/27,2014,-79.4951875198,43.7566276038
2010/11/04,2010,-79.4397202442,43.7566469276
2010/03/20,2010,-79.4396665565,43.7566583526
2007/08/11,2007,-79.5113428071,43.7566596392
1994/11/07,1994,-79.5028623001,43.7566640737
2003/02/02,2003,-79.4420204061,43.756669713
1991/08/12,1991,-79.4832605154,43.7566716345
2006/01/08,2006,-79.4440361154,43.7566912643
1992/02/18,1992,-79.464137231,43.7566947448
2014/01/20,2014,-79.4394944057,43.7566949891
2008/11/11,2008,-79.4616054487,43.7566990719
1993/02/11,1993,-79.4393040017,43.7567355088
2003/03/28,2003,-79.4392355729,43.7567500729
1994/03/11,1994,-79.4945985767,43.7567549725
2008/04/10,2008,-79.4392033272,43.756756933
1993/09/09,1993,-79.4398111437,43.7567574208
2003/01/16,2003,-79.4391630202,43.756765508
1993/02/28,1993,-79.4533466632,43.7567924578
1994/02/07,1994,-79.4390259264,43.756794681
1993/08/23,1993,-79.4806723599,43.7568064999
2015/03/05,2015,-79.4914934348,43.7568278223
1999/01/19,1999,-79.5106363511,43.7568386528
2000/12/12,2000,-79.438804939,43.7568416319
1994/01/25,1994,-79.4825030933,43.7568422112
2015/08/09,2015,-79.4468351834,43.7568441934
2009/12/31,2009,-79.5092839021,43.7568544751
2016/08/09,2016,-79.4490586619,43.7568627874
1997/01/20,1997,-79.4468435815,43.7568652638
2004/01/18,2004,-79.4468459358,43.7568711607
2014/01/23,2014,-79.4529711482,43.7568745021
2005/12/28,2005,-79.5104218317,43.756892691
2005/02/07,2005,-79.4443565379,43.7568949488
2000/02/16,2000,-79.510406893,43.756896455
1997/11/07,1997,-79.444358892,43.7569008728
2003/03/02,2003,-79.442113275,43.7569018508
1991/11/06,1991,-79.4567120209,43.7569161599
1993/11/23,1993,-79.4487376217,43.7569316136
2001/02/28,2001,-79.424354842,43.7569322023
2005/12/27,2005,-79.5101984207,43.7569489799
1995/11/10,1995,-79.4866017745,43.7569660483
1992/04/12,1992,-79.4865869337,43.7569693495
1992/02/13,1992,-79.4865721053,43.7569726507
1992/11/19,1992,-79.4981561768,43.7569728665
1992/03/06,1992,-79.4981591945,43.7569742618
2007/02/05,2007,-79.4990085595,43.7569989626
1994/11/21,1994,-79.4817973083,43.7570036806
1994/01/31,1994,-79.4469009031,43.7570090773
2004/04/02,2004,-79.4469032575,43.7570149742
2002/12/30,2002,-79.4601056118,43.7570223662
1996/01/25,1996,-79.5098292841,43.7570419714
1999/12/05,1999,-79.449412008,43.7570466703
1992/02/06,1992,-79.4599232075,43.7570622577
1997/02/02,1997,-79.45601428,43.7570663335
1991/01/06,1991,-79.4894721334,43.7570802355
1994/07/05,1994,-79.4929771157,43.7570950669
2016/05/03,2016,-79.4636459817,43.7571043609
1991/10/10,1991,-79.5095344186,43.7571162504
1995/03/17,1995,-79.5095267194,43.7571181864
2007/11/03,2007,-79.4635774063,43.7571191869
2000/03/13,2000,-79.4422067871,43.7571355982
2005/01/24,2005,-79.4422467043,43.7572353789
1999/11/07,1999,-79.4552314196,43.7572356587
2002/11/29,2002,-79.4552018214,43.7572419662
2013/12/18,2013,-79.4852423475,43.7572704926
1998/12/20,1998,-79.4972110006,43.7573239908
1992/01/27,1992,-79.5083617124,43.7573687923
1995/01/06,1995,-79.4585206913,43.757369394
2007/10/27,2007,-79.4911486395,43.7573872859
2015/02/10,2015,-79.4622843737,43.757399131
2009/04/09,2009,-79.466819152,43.7574250348
2002/11/27,2002,-79.4400845438,43.7574413422
2015/11/23,2015,-79.4620279497,43.7574546627
2005/03/04,2005,-79.4541882582,43.757459736
2002/11/15,2002,-79.4541734527,43.7574629166
1997/09/02,1997,-79.4971894468,43.7574630129
2003/02/18,2003,-79.4971863783,43.7574827884
2005/01/25,2005,-79.4423459652,43.7574834938
2013/12/05,2013,-79.4312189559,43.757484478
2005/12/23,2005,-79.4423483192,43.7574893817
2004/08/03,2004,-79.4312516811,43.757503665
1990/11/16,1990,-79.4539258702,43.7575161427
1999/05/10,1999,-79.4841276589,43.7575170495
2016/05/24,2016,-79.4808118973,43.7575228575
2000/02/12,2000,-79.4471152013,43.7575343236
1992/09/21,1992,-79.4252344291,43.7575500286
2000/02/13,2000,-79.442388621,43.7575901168
1993/01/30,1993,-79.4574913167,43.7575925885
2000/11/16,2000,-79.4423936634,43.7576027391
2000/02/12,2000,-79.4423960297,43.7576086271
1994/01/30,1994,-79.449462234,43.7576338574
1991/12/07,1991,-79.4494565699,43.7576351061
2000/01/22,2000,-79.4533481044,43.7576402928
2007/02/03,2007,-79.4493078993,43.757667555
1994/06/10,1994,-79.4440312494,43.7576741673
1993/02/08,1993,-79.4492587731,43.7576781464
2015/02/03,2015,-79.4610102614,43.7576823807
1993/07/16,1993,-79.4440183133,43.7576827572
2012/03/08,2012,-79.4490050432,43.7577328457
1991/07/03,1991,-79.4808540938,43.7577364355
2006/03/09,2006,-79.4606594312,43.7577582149
1994/07/25,1994,-79.475495199,43.7577726024
1993/10/11,1993,-79.5087066531,43.7577888545
2004/01/29,2004,-79.4241650806,43.7577899494
2011/06/02,2011,-79.4741009867,43.7577948099
2016/11/19,2016,-79.497137542,43.7577978442
2003/02/10,2003,-79.489665799,43.7578343863
1993/02/19,1993,-79.4562957258,43.7578475406
2014/04/11,2014,-79.5101571678,43.7578486102
2011/07/11,2011,-79.4601675863,43.7578642303
1994/12/02,1994,-79.4388057353,43.7578706652
2013/02/26,2013,-79.4483513704,43.7578737386
2007/10/29,2007,-79.4634131168,43.7579042776
2006/01/16,2006,-79.4481295808,43.7579215428
2000/01/17,2000,-79.4990363598,43.7579246399
1992/12/16,1992,-79.4447730956,43.7579265266
1994/12/14,1994,-79.4447754623,43.7579323785
2015/02/18,2015,-79.455864766,43.7579402878
2016/12/05,2016,-79.4631623329,43.7579583722
2006/01/17,2006,-79.4478671226,43.7579781157
1995/09/13,1995,-79.4374594411,43.7579822432
1993/02/25,1993,-79.4374595513,43.7579837464
1993/02/14,1993,-79.5095842901,43.7579913618
1994/02/11,1994,-79.4374602257,43.7579921989
1994/03/06,1994,-79.4431471919,43.7579958277
1992/02/02,1992,-79.4374608876,43.7580006513
2014/12/01,2014,-79.4595245809,43.758004392
2003/04/03,2003,-79.4818734563,43.7580173005
2003/02/23,2003,-79.4476841469,43.7580175581
1996/12/28,1996,-79.4990788042,43.7580230578
2004/11/22,2004,-79.4628612121,43.7580233222
2013/02/13,2013,-79.5093893218,43.7580713908
2006/04/26,2006,-79.4264293995,43.7581009631
1999/10/31,1999,-79.4471541734,43.7581319671
2011/02/02,2011,-79.4471018817,43.7581433524
1995/12/16,1995,-79.5090142237,43.7581630936
1993/02/14,1993,-79.4509344279,43.7581634074
2016/11/17,2016,-79.4587466638,43.7581721262
1991/01/31,1991,-79.4420037844,43.7581817932
1994/02/15,1994,-79.4468212093,43.7582044626
2015/01/17,2015,-79.4979134808,43.758217447
1994/12/17,1994,-79.4967149456,43.7582234361
1992/03/03,1992,-79.4426474294,43.7582283714
2005/02/06,2005,-79.4618809801,43.7582291653
1998/11/12,1998,-79.4966902441,43.7582313295
1995/04/07,1995,-79.4897776403,43.7582574624
1994/05/20,1994,-79.4807912952,43.7582615393
1992/01/13,1992,-79.4616782532,43.7582730877
2001/11/23,2001,-79.480605614,43.7583042626
1996/01/26,1996,-79.4256948519,43.7583047465
2003/02/17,2003,-79.4614866672,43.758314601
2014/02/21,2014,-79.4614036099,43.758332595
1992/03/26,1992,-79.4963190148,43.7583354092
2008/01/24,2008,-79.4579754353,43.7583390369
1993/12/13,1993,-79.4254823768,43.7583517285
2003/02/19,2003,-79.4538557765,43.758377273
2007/10/11,2007,-79.4958607913,43.7584328339
1993/03/11,1993,-79.4457417327,43.758436558
1991/04/07,1991,-79.5092215048,43.7584672027
2010/01/03,2010,-79.4494738094,43.7584825358
1997/07/09,1997,-79.4898388086,43.7585040243
2004/11/14,2004,-79.4532649208,43.7585066383
2010/04/27,2010,-79.4261378836,43.758509977
1996/02/03,1996,-79.42746693,43.7585154854
1995/01/04,1995,-79.4605456801,43.7585184527
2006/09/01,2006,-79.4274520853,43.7585188067
1994/01/20,1994,-79.4569914339,43.7585459609
1990/03/11,1990,-79.5092737919,43.7585682197
1993/07/26,1993,-79.4528861902,43.7585895678
1997/01/20,1997,-79.439777803,43.7586083803
1997/08/12,1997,-79.5092989603,43.7586168515
2016/11/17,2016,-79.4566378215,43.7586224417
2002/12/15,2002,-79.5136271315,43.7586406746
2004/02/22,2004,-79.4447488063,43.7586511818
2016/10/20,2016,-79.4598445174,43.758672658
1993/02/24,1993,-79.4445533161,43.7586929978
1994/01/19,1994,-79.4428468253,43.7586964682
2012/09/29,2012,-79.4868426745,43.7587111533
1993/02/10,1993,-79.4428772945,43.7587680263
2011/10/26,2011,-79.4637434745,43.7587757333
1997/10/28,1997,-79.4245991977,43.7587841967
2011/06/08,2011,-79.4451200297,43.7587896062
1992/02/06,1992,-79.4558362573,43.7587957843
1991/07/24,1991,-79.495844066,43.7588033187
2000/12/09,2000,-79.4981956128,43.7588255786
2004/12/17,2004,-79.4517497041,43.7588338718
2006/03/11,2006,-79.4634426405,43.758841782
1997/02/15,1997,-79.4335004142,43.7588606784
1994/04/18,1994,-79.4335018911,43.7588615433
2002/12/28,2002,-79.4335033681,43.7588623992
2015/11/12,2015,-79.4929263836,43.7588867124
2009/01/06,2009,-79.4335464231,43.7588875281
2015/02/10,2015,-79.4929398794,43.7589131862
2013/05/27,2013,-79.4261607674,43.7589451446
2000/02/01,2000,-79.4473387676,43.7589465586
2002/01/24,2002,-79.4473239488,43.7589497923
1991/03/10,1991,-79.5021067879,43.7589788209
1994/12/27,1994,-79.4509856697,43.7589992565
1998/11/24,1998,-79.4299075304,43.7590131123
2002/09/17,2002,-79.4854812863,43.7590135711
2013/11/13,2013,-79.4853567737,43.7590409637
1990/01/07,1990,-79.4580704759,43.7590542457
1994/12/19,1994,-79.45805567,43.759057445
2016/03/09,2016,-79.4976923504,43.7590652549
1996/01/29,1996,-79.4428182307,43.7590733334
1991/12/31,1991,-79.4979944312,43.7590978305
1994/03/02,1994,-79.4974340326,43.7590998304
2007/11/11,2007,-79.4981163488,43.7591253691
1992/03/30,1992,-79.4959863564,43.759130018
1990/09/01,1990,-79.4542948032,43.7591327711
1990/10/31,1990,-79.4981799964,43.7591356503
1998/10/03,1998,-79.4247610819,43.7591620707
1991/10/13,1991,-79.5145828219,43.7591807002
1990/10/31,1990,-79.4322884051,43.7592203191
1991/12/04,1991,-79.4499467941,43.7592239633
2000/02/20,2000,-79.5147891161,43.7592531432
2008/02/26,2008,-79.4569151138,43.7593036644
1999/06/15,1999,-79.4965993757,43.759329771
1992/11/12,1992,-79.4533662981,43.7593350233
1991/07/19,1991,-79.430053645,43.7593561955
2013/10/20,2013,-79.4532076717,43.7593698038
1998/01/31,1998,-79.493119708,43.7593726865
2008/05/26,2008,-79.4900616728,43.7593834934
2007/01/18,2007,-79.4564434849,43.7594050097
1990/09/22,1990,-79.5013025305,43.7594147105
1993/11/18,1993,-79.4413981475,43.7594487018
1991/07/13,1991,-79.4431527529,43.7594624383
1990/01/01,1990,-79.4931676668,43.7594985184
2014/01/10,2014,-79.4960990029,43.7595092677
1992/11/26,1992,-79.4960477591,43.7595276362
1994/03/11,1994,-79.4602935738,43.7595278459
2005/05/19,2005,-79.4410774034,43.759532798
1997/02/13,1997,-79.4908757111,43.7595484724
2002/01/25,2002,-79.4523805363,43.7595491513
1992/12/29,1992,-79.4920582954,43.7595620553
1993/10/14,1993,-79.4920600702,43.7595692024
1998/12/20,1998,-79.4958951999,43.7595729786
1992/01/21,1992,-79.4958802718,43.7595767225
2008/12/15,2008,-79.4932048868,43.7595961666
2013/05/24,2013,-79.4249591985,43.7596213712
2012/11/26,2012,-79.4310376986,43.759622816
2015/04/01,2015,-79.4553451991,43.7596456994
1999/03/12,1999,-79.5109740207,43.7596552649
2010/12/13,2010,-79.4946856903,43.7596587872
1996/11/05,1996,-79.4950536488,43.7596604647
2013/04/14,2013,-79.4909067142,43.7596709229
2015/04/10,2015,-79.4780707256,43.7596718111
2001/10/11,2001,-79.4477789576,43.7596887995
1992/12/10,1992,-79.4516353241,43.7597113749
2000/12/18,2000,-79.4938645375,43.7597138318
1991/01/28,1991,-79.4437520686,43.7597160898
1996/03/31,1996,-79.443737324,43.7597190621
2007/01/27,2007,-79.459342066,43.7597326675
1990/02/06,1990,-79.4549037815,43.7597421415
2009/12/21,2009,-79.5334441821,43.7597425738
1994/12/15,1994,-79.493656241,43.7597432369
2011/11/22,2011,-79.493600073,43.7597523296
2012/11/19,2012,-79.4307222533,43.7597610309
2004/03/12,2004,-79.4307557555,43.7597774011
1998/12/26,1998,-79.4307581262,43.7597786357
1993/08/16,1993,-79.4307605092,43.7597798612
1993/01/05,1993,-79.4307628923,43.7597810868
2011/11/22,2011,-79.4591144195,43.7597821048
2006/07/26,2006,-79.4307700167,43.7597847724
2000/12/24,2000,-79.4589263032,43.7598229567
2008/02/03,2008,-79.4510579365,43.7598365828
2007/08/11,2007,-79.5161029031,43.7598624252
1991/01/18,1991,-79.5141245637,43.7598649071
2008/02/01,2008,-79.4584802934,43.7599198145
2013/02/11,2013,-79.4584175352,43.7599331356
1990/01/03,1990,-79.5143406815,43.7599376916
1997/01/02,1997,-79.498101664,43.7599616235
1999/01/21,1999,-79.5129136705,43.7599913667
2000/01/22,2000,-79.4902146269,43.7600113237
1994/01/19,1994,-79.4933827285,43.7600116314
2008/07/30,2008,-79.4933827906,43.7600117304
1999/01/18,1999,-79.4933852492,43.7600154751
1991/08/14,1991,-79.4579893067,43.7600261865
1999/01/08,1999,-79.4902198392,43.7600322256
2006/08/30,2006,-79.4606673735,43.7600575476
1990/06/08,1990,-79.4970898269,43.7600591758
1994/03/02,1994,-79.4922027545,43.7600826212
2004/10/09,2004,-79.4762586089,43.7601001804
1991/11/22,1991,-79.4762437915,43.7601034448
2002/04/12,2002,-79.4762289616,43.7601067092
1991/01/24,1991,-79.4981491756,43.7601179485
2010/02/16,2010,-79.4434243615,43.7601258558
1997/09/22,1997,-79.4310364158,43.7601321303
2011/02/16,2011,-79.5156898944,43.7601398327
1990/01/08,1990,-79.453039021,43.7601436013
1991/11/11,1991,-79.4968782479,43.7601464542
2014/03/03,2014,-79.4759401504,43.7602001273
2006/09/28,2006,-79.4610513,43.7602063699
1995/04/10,1995,-79.4281032904,43.7602081153
1998/08/23,1998,-79.4310706135,43.7602116576
1992/01/06,1992,-79.4967095903,43.7602146784
2000/01/25,2000,-79.511106898,43.7602252676
2007/12/16,2007,-79.4570695021,43.7602273027
1995/11/04,1995,-79.4570503236,43.7602314995
1991/09/23,1991,-79.4965610896,43.7602681231
2003/12/01,2003,-79.4568806614,43.7602685424
1994/01/24,1994,-79.4923525653,43.760270338
2005/01/07,2005,-79.4902832687,43.7602805539
2015/02/05,2015,-79.4982061082,43.7603083205
1994/01/08,1994,-79.5164614449,43.7603089339
1998/09/09,1998,-79.51498113,43.7603133872
2014/03/13,2014,-79.5149381006,43.7603224348
1992/03/29,1992,-79.4521176479,43.7603442851
1994/02/15,1994,-79.5148111361,43.7603490098
2007/11/11,2007,-79.4995773918,43.7603490627
2002/11/18,2002,-79.5113859936,43.7603701677
1990/12/09,1990,-79.5146267617,43.7603880365
2004/03/03,2004,-79.4519099719,43.7603897548
1994/02/21,1994,-79.4519051772,43.760390806
2005/03/15,2005,-79.4562955833,43.7603957147
2001/10/11,2001,-79.4642039454,43.760407529
1992/01/22,1992,-79.4943398587,43.7604101006
1997/11/22,1997,-79.5251586155,43.7604235121
2009/11/12,2009,-79.5251899296,43.7604537203
2016/10/20,2016,-79.45599743,43.7604616431
1990/04/17,1990,-79.5252489406,43.7604808003
1992/01/27,1992,-79.495628755,43.7604886391
1995/12/20,1995,-79.5288818773,43.7604983916
1997/04/28,1997,-79.4309910199,43.7605237244
2011/12/15,2011,-79.4438917969,43.760530678
2005/03/14,2005,-79.4255551387,43.7605355255
1994/11/10,1994,-79.4948599056,43.7605457753
1999/12/23,1999,-79.4982935746,43.7606007843
2014/05/28,2014,-79.4982935746,43.7606007843
2011/01/26,2011,-79.4436255629,43.7606027069
2002/06/21,2002,-79.4436302869,43.7606141333
1992/02/09,1992,-79.4921961235,43.7606147075
2005/01/20,2005,-79.4507447211,43.760639544
2016/12/18,2016,-79.4534105881,43.7606606788
1994/10/30,1994,-79.4303323201,43.7606722708
2007/12/13,2007,-79.4284492242,43.7606818956
1990/01/08,1990,-79.462764484,43.7607004893
1994/09/15,1994,-79.5131881727,43.7607008881
2001/03/26,2001,-79.4627197317,43.7607101609
2015/03/21,2014,-79.4534342466,43.7607176007
1991/12/24,1991,-79.4301054418,43.7607231126
1994/01/15,1994,-79.4300905973,43.7607264338
1990/08/06,1990,-79.5259440482,43.7607366621
1992/01/31,1992,-79.5130091743,43.7607395804
2002/04/14,2002,-79.475324739,43.7607828922
1994/02/17,1994,-79.4938039985,43.7608121249
2008/07/30,2008,-79.4978599324,43.7608159401
2006/01/10,2006,-79.4621715744,43.7608286172
2015/02/09,2015,-79.4752760897,43.7608329197
1997/11/07,1997,-79.4581551597,43.7608368951
1993/01/16,1993,-79.4437263799,43.7608435211
2015/02/19,2015,-79.4620188053,43.7608616345
2002/07/01,2002,-79.4619865528,43.7608686046
1990/11/15,1990,-79.4976626478,43.760870168
2000/12/06,2000,-79.4294261595,43.7608747905
1991/01/11,1991,-79.4285338254,43.7608799814
1995/01/09,1995,-79.4974699705,43.7609216775
1991/07/31,1991,-79.4854034626,43.7609457008
2008/11/07,2008,-79.4912277913,43.760948583
2003/04/10,2003,-79.4937906192,43.7609590707
1993/12/27,1993,-79.4614943365,43.7609748325
2016/12/23,2016,-79.5275736436,43.7609798361
2016/01/22,2016,-79.4614248412,43.7609898298
1996/03/06,1996,-79.5274404435,43.7609940884
2013/01/30,2013,-79.4948996796,43.7610009647
1992/06/27,1992,-79.4936201429,43.76103378
2007/02/14,2007,-79.4633500973,43.7610347849
2000/12/15,2000,-79.4949028325,43.7610370356
1997/10/26,1997,-79.4286807304,43.7610399853
2000/11/20,2000,-79.4286509903,43.761046835
2009/02/25,2009,-79.4933497789,43.7610542462
2000/01/30,2000,-79.5268561194,43.7610566007
1992/01/19,1992,-79.4933303713,43.7610605943
1997/12/02,1997,-79.4968972892,43.7610746213
2007/01/10,2007,-79.5206329789,43.7610972412
1995/12/12,1995,-79.5264027273,43.7611732533
1990/01/05,1990,-79.4929757225,43.7611743644
1994/01/17,1994,-79.4929607442,43.7611791701
2003/02/19,2003,-79.4526776891,43.7611810092
1996/12/25,1996,-79.4949159466,43.7611870707
2001/07/20,2001,-79.4841850907,43.7612194894
2010/12/25,2010,-79.4645348214,43.7612202439
2005/02/03,2005,-79.4928210209,43.7612241225
1994/01/25,1994,-79.4484853104,43.761237481
2002/12/16,2002,-79.4484637085,43.7612425301
2007/03/07,2007,-79.5248549426,43.7612430088
1991/10/14,1991,-79.5242826981,43.7612531082
2004/01/17,2004,-79.4642586377,43.7612777423
2006/01/03,2006,-79.4600437098,43.7612909783
1995/02/23,1995,-79.5251205124,43.7612951112
1997/11/21,1997,-79.5260631579,43.7612956682
1991/11/27,1991,-79.5260482442,43.7613010458
2008/01/10,2008,-79.4949265191,43.7613079308
2012/01/28,2012,-79.4520741585,43.7613103024
2007/02/15,2007,-79.5290704024,43.761315075
2005/01/23,2005,-79.5222195374,43.7613192467
1997/11/13,1997,-79.4958634479,43.7613253035
2004/02/25,2004,-79.4640179213,43.7613278482
2005/01/29,2005,-79.4598503975,43.7613329054
2003/06/02,2003,-79.4949290009,43.7613363568
1992/11/10,1992,-79.4639393592,43.7613442056
2000/09/01,2000,-79.4639245784,43.7613472884
2012/12/02,2012,-79.4479005521,43.7613641862
2004/01/17,2004,-79.4835220556,43.7613699269
1993/07/18,1993,-79.4596569606,43.7613748594
1995/09/29,1995,-79.5253569193,43.7613751418
2002/02/01,2002,-79.4477385609,43.761399182
2008/05/15,2008,-79.4905698206,43.7614101835
2016/02/16,2016,-79.4476168846,43.7614254679
1998/02/09,1998,-79.5234571025,43.7614347771
2006/11/06,2006,-79.4475497421,43.7614399728
2013/02/02,2013,-79.4487246102,43.7614418728
2011/10/05,2011,-79.5169017169,43.7614503285
2008/01/01,2008,-79.4474950342,43.7614517941
1995/02/05,1995,-79.4952948971,43.7614530369
1999/10/08,1999,-79.4746530776,43.7614695638
1994/11/06,1994,-79.4633120487,43.7614843798
2001/11/17,2001,-79.4949419807,43.7614850578
2008/11/27,2008,-79.4922070177,43.761514204
2010/02/08,2010,-79.4487698,43.7615515914
2005/01/07,2005,-79.4469874694,43.7615628404
2005/07/25,2005,-79.4826354103,43.7615711978
2007/02/14,2007,-79.462908627,43.7615714809
1993/05/18,1993,-79.4848014691,43.7615900349
1994/12/09,1994,-79.44679142,43.7616059748
2007/07/05,2007,-79.4848090591,43.7616281834
1996/01/21,1996,-79.4465947115,43.7616492527
2011/12/25,2011,-79.462732526,43.7616835665
2015/02/03,2015,-79.4488280834,43.7616931027
1990/03/21,1990,-79.4623360916,43.7616936346
2004/01/03,2004,-79.4623212857,43.7616967985
1999/12/25,1999,-79.4256922287,43.7617146632
2013/03/02,2013,-79.446130556,43.761740191
1994/11/11,1994,-79.4255241302,43.7617540153
1991/12/16,1991,-79.4458996877,43.7617582334
2016/12/09,2016,-79.4638387445,43.7617606783
1993/01/02,1993,-79.5168752827,43.7617743227
1994/02/10,1994,-79.4588834649,43.7617924245
1995/12/26,1995,-79.4537230563,43.7617936672
2003/02/25,2003,-79.4617340647,43.7618222072
2002/02/08,2002,-79.4913426229,43.761827125
1992/12/09,1992,-79.4638711614,43.7618365457
2013/10/24,2013,-79.5226171188,43.7618401947
2007/09/16,2007,-79.5224924602,43.7618681746
1997/09/15,1997,-79.4628131844,43.7618764814
2006/01/14,2006,-79.4589354611,43.7619261505
2011/04/14,2011,-79.4514244992,43.7619404336
2006/11/04,2006,-79.4639182535,43.761946763
1991/10/02,1991,-79.5269774361,43.761955405
1991/02/01,1991,-79.5269364792,43.7619603935
1990/03/05,1990,-79.4745739693,43.7619635956
2000/08/09,2000,-79.4745795916,43.761971527
2014/01/14,2014,-79.5164540081,43.7619721562
1993/03/19,1993,-79.4934043822,43.7619854419
2007/02/14,2007,-79.4614642671,43.7619923626
1995/01/07,1995,-79.4609018528,43.762005311
2007/02/22,2007,-79.5247324034,43.7620082313
1993/07/03,1993,-79.5176654794,43.7620814048
2010/01/05,2010,-79.4602819442,43.7621416781
2013/12/18,2013,-79.4747954115,43.7621449227
2007/08/19,2007,-79.5235966182,43.7621519777
2005/01/25,2005,-79.4907567332,43.7621687766
2008/12/11,2008,-79.4907567332,43.7621687766
2001/10/25,2001,-79.46015454,43.7621695012
1994/03/01,1994,-79.454036578,43.762203103
1990/10/02,1990,-79.4767441191,43.7622205751
1995/07/26,1995,-79.4640490571,43.7622634677
1992/02/23,1992,-79.5236698778,43.762282044
2003/09/03,2003,-79.5236750227,43.7622911789
2004/02/25,2004,-79.4629881215,43.7622930453
2012/10/19,2012,-79.4926892002,43.762326582
2012/12/17,2012,-79.4752772121,43.7623912782
2010/02/02,2010,-79.4924113728,43.7623945463
1999/03/08,1999,-79.4589181637,43.7624433717
2003/05/15,2003,-79.4754991881,43.7624667681
1991/10/20,1991,-79.5166602457,43.7624927424
2015/10/26,2015,-79.5273638576,43.7625043991
1998/12/05,1998,-79.52935219,43.7625329486
2002/02/18,2002,-79.4630911961,43.7625535752
1994/02/06,1994,-79.4849933683,43.7625586888
1991/11/21,1991,-79.4491851978,43.7625602403
1991/05/21,1991,-79.484994807,43.762566313
1997/02/28,1997,-79.4849962457,43.7625739372
1999/12/14,1999,-79.4849976968,43.7625815523
1992/01/27,1992,-79.5250311093,43.7625839609
1999/08/20,1999,-79.4849991356,43.7625891765
1994/01/26,1994,-79.5238347829,43.7625918845
1995/10/02,1995,-79.4850005743,43.7625968006
1995/02/22,1995,-79.523837182,43.7625976626
2004/11/07,2004,-79.485002013,43.7626044248
2003/01/16,2003,-79.4850034642,43.7626120489
2003/07/21,2003,-79.4850049029,43.7626196641
2015/04/01,2015,-79.4539142074,43.7626216481
2007/03/06,2007,-79.4580021624,43.7626405322
2006/03/10,2006,-79.4517268394,43.7626571106
2008/03/05,2008,-79.4631409346,43.7626792579
2008/02/13,2008,-79.4536418033,43.7626805382
1992/01/24,1992,-79.4577707735,43.7626903334
1991/09/26,1991,-79.521343441,43.7627166552
1991/10/14,1991,-79.457587406,43.7627298001
1993/12/13,1993,-79.5250673689,43.7627302654
1995/01/23,1995,-79.4642462849,43.762743
2004/08/01,2004,-79.4617935733,43.7627741841
2008/02/26,2008,-79.5164230868,43.7628049556
